,white_username,black_username,white_result,black_result
46608,aagneyageshshesh,DieNic,resigned,win
46609,Raj8112,aagneyageshshesh,resigned,win
46610,pepo22,aagneyageshshesh,win,resigned
46611,aagneyageshshesh,Plita717171,resigned,win
46612,juantorres1988,aagneyageshshesh,checkmated,win
46613,vu91,aagneyageshshesh,resigned,win
46614,aagneyageshshesh,Sangamrakshe,win,checkmated
46615,acp7300,aagneyageshshesh,win,resigned
46616,RocksDiary,aagneyageshshesh,win,resigned
46617,aagneyageshshesh,biplob2558001980,checkmated,win
46618,out_the_world,aagneyageshshesh,stalemate,stalemate
46619,aagneyageshshesh,ommmm1234,win,resigned
46620,aagneyageshshesh,dewahanif,checkmated,win
46621,aagneyageshshesh,Fenrir46,win,resigned
46622,aagneyageshshesh,Wied79,resigned,win
46623,aagneyageshshesh,Noxidus,win,resigned
46624,dork96,aagneyageshshesh,resigned,win
46625,aagneyageshshesh,darkKnightRises101,resigned,win
46626,gabs048,aagneyageshshesh,win,resigned
46627,aagneyageshshesh,out_the_world,win,resigned
46628,out_the_world,aagneyageshshesh,win,resigned
46629,aagneyageshshesh,out_the_world,resigned,win
46630,out_the_world,aagneyageshshesh,win,checkmated
46631,aagneyageshshesh,zoeariea,resigned,win
46632,luporagio,aagneyageshshesh,resigned,win
46633,aagneyageshshesh,Simonsays1970,win,resigned
46634,aagneyageshshesh,out_the_world,abandoned,win
46635,Ljeychess,aagneyageshshesh,win,resigned
46636,Sunilreghu,aagneyageshshesh,win,checkmated
46637,aagneyageshshesh,out_the_world,resigned,win
46638,out_the_world,aagneyageshshesh,win,resigned
46639,Panorama3333,aagneyageshshesh,win,checkmated
46640,aagneyageshshesh,Xleborezka,win,checkmated
46641,aagneyageshshesh,SkyorDaker,resigned,win
46642,aagneyageshshesh,hewad34,resigned,win
46643,MauroBravo98,aagneyageshshesh,win,resigned
46644,Kingslayer807,aagneyageshshesh,win,resigned
46645,aagneyageshshesh,Hendrik_Shaw,win,resigned
46646,8imri,aagneyageshshesh,checkmated,win
46647,alejandrox2,aagneyageshshesh,win,checkmated
46648,aagneyageshshesh,elbabarmax,resigned,win
46649,carlosmartinez95,aagneyageshshesh,win,resigned
46650,RedAiden,aagneyageshshesh,resigned,win
46651,aagneyageshshesh,GrD27,win,timeout
46652,aagneyageshshesh,ahmedshabbir99,win,checkmated
46653,fma332,aagneyageshshesh,resigned,win
46654,aagneyageshshesh,gisig,win,resigned
46655,aagneyageshshesh,RadVom,win,checkmated
46656,aagneyageshshesh,emberspirit10,win,checkmated
46657,Olja50,aagneyageshshesh,checkmated,win
46658,Lexa2017,aagneyageshshesh,win,resigned
46659,ErectShrimp,aagneyageshshesh,win,resigned
46660,aagneyageshshesh,JMK181211,win,checkmated
46661,aagneyageshshesh,rhedkentflores,resigned,win
46662,aagneyageshshesh,SendalJepitPutus,resigned,win
46663,Leon009nguyen,aagneyageshshesh,win,resigned
46664,aagneyageshshesh,Avisay,win,abandoned
46665,MozMoh,aagneyageshshesh,timeout,win
46666,DarynaSerhieieva,aagneyageshshesh,win,resigned
46667,aagneyageshshesh,cooperdubu,win,resigned
46668,aagneyageshshesh,Bocilff87,win,checkmated
46669,AidarIsmailov,aagneyageshshesh,resigned,win
46670,aagneyageshshesh,Lontong_Sayur,win,checkmated
46671,aagneyageshshesh,Joca_Ramiro,resigned,win
46672,aagneyageshshesh,Firaun666,checkmated,win
46673,Isoypod,aagneyageshshesh,resigned,win
46674,Yasou000,aagneyageshshesh,win,resigned
46675,xXToliBabaXx,aagneyageshshesh,resigned,win
46676,aagneyageshshesh,flx_bcl,resigned,win
46677,SouvikKop1,aagneyageshshesh,win,checkmated
46678,aagneyageshshesh,luird,resigned,win
46679,aagneyageshshesh,Emad88n,checkmated,win
46680,4who,aagneyageshshesh,win,resigned
46681,GOOOOOOOODBYE,aagneyageshshesh,resigned,win
46682,aagneyageshshesh,grc66,win,resigned
46683,aagneyageshshesh,out_the_world,win,resigned
46684,out_the_world,aagneyageshshesh,win,resigned
46685,aagneyageshshesh,PhantomT828,resigned,win
46686,aagneyageshshesh,out_the_world,win,resigned
46687,out_the_world,aagneyageshshesh,resigned,win
46688,gdawg65,aagneyageshshesh,win,resigned
46689,pumasanji8,aagneyageshshesh,abandoned,win
46690,aagneyageshshesh,ybruned,checkmated,win
46691,scheleg,aagneyageshshesh,win,resigned
46692,aagneyageshshesh,hydra4ka,resigned,win
46693,aagneyageshshesh,simbayug,checkmated,win
46694,zorogrande,aagneyageshshesh,abandoned,win
46695,aagneyageshshesh,ted280,win,resigned
46696,aagneyageshshesh,out_the_world,resigned,win
46697,out_the_world,aagneyageshshesh,stalemate,stalemate
46698,aagneyageshshesh,out_the_world,win,resigned
46699,Suvijak,aagneyageshshesh,abandoned,win
46700,edddman,aagneyageshshesh,checkmated,win
46701,aagneyageshshesh,out_the_world,resigned,win
46702,out_the_world,aagneyageshshesh,win,resigned
46703,aagneyageshshesh,out_the_world,resigned,win
46704,out_the_world,aagneyageshshesh,win,resigned
46705,aagneyageshshesh,alexsxle,win,resigned
46706,KieranGore,aagneyageshshesh,checkmated,win
46707,aagneyageshshesh,out_the_world,win,resigned
46708,out_the_world,aagneyageshshesh,win,resigned
46709,aagneyageshshesh,out_the_world,resigned,win
46710,out_the_world,aagneyageshshesh,win,resigned
46711,GreasyNuts96,aagneyageshshesh,resigned,win
46712,aagneyageshshesh,heloponta,resigned,win
46713,MarcioWu,aagneyageshshesh,win,resigned
46714,aagneyageshshesh,Baolo11,win,checkmated
46715,dnishiimn,aagneyageshshesh,abandoned,win
46716,Mighty_Marq,aagneyageshshesh,resigned,win
46717,aagneyageshshesh,ElPuto2,win,resigned
46718,aagneyageshshesh,AloeStyleZ,win,resigned
46719,dancush,aagneyageshshesh,win,resigned
46720,aagneyageshshesh,NissaKaruniaw,win,resigned
46721,aagneyageshshesh,sajjad0115,win,checkmated
46722,aagneyageshshesh,Jazzaaaaa,win,checkmated
46723,BSLOT,aagneyageshshesh,win,resigned
46724,TealString,aagneyageshshesh,win,checkmated
46725,aagneyageshshesh,luckycolt17,resigned,win
46726,aagneyageshshesh,abdu231m,checkmated,win
46727,Yashar92,aagneyageshshesh,win,abandoned
46728,Peharnik12,aagneyageshshesh,win,timeout
46729,ErlandaRN,aagneyageshshesh,resigned,win
46730,aagneyageshshesh,valli31,win,resigned
46731,MilutinJole,aagneyageshshesh,abandoned,win
46732,DominiqueDV46,aagneyageshshesh,resigned,win
46733,aagneyageshshesh,Aragorn1976,resigned,win
46734,aagneyageshshesh,Snortinggoat,resigned,win
46735,mohammadrafiei61,aagneyageshshesh,agreed,agreed
46736,aagneyageshshesh,schaaknabje,win,checkmated
46737,Dyon6666,aagneyageshshesh,win,resigned
46738,febriipew,aagneyageshshesh,win,resigned
46739,aagneyageshshesh,Abel1939,resigned,win
46740,yogesh185,aagneyageshshesh,win,checkmated
46741,aagneyageshshesh,igaldubi,win,abandoned
46742,Edhintz,aagneyageshshesh,win,checkmated
46743,aagneyageshshesh,Denis11311311,resigned,win
46744,aagneyageshshesh,Thxfran,insufficient,insufficient
46745,neil_cartwright,aagneyageshshesh,resigned,win
46746,defing12999,aagneyageshshesh,checkmated,win
46747,aagneyageshshesh,KharabaghArmeniandir,resigned,win
46748,aagneyageshshesh,sarimamba,resigned,win
46749,Alvaroec98,aagneyageshshesh,win,resigned
46750,aagneyageshshesh,masfirman,win,resigned
46751,kinglouis329,aagneyageshshesh,win,resigned
46752,aagneyageshshesh,TheMornach,resigned,win
46753,aagneyageshshesh,daniel_beadle,win,checkmated
46754,gambale,aagneyageshshesh,timeout,win
46755,aagneyageshshesh,GORT81,resigned,win
46756,juanda73,aagneyageshshesh,win,resigned
46757,Juan_Carlos_Petruzza,aagneyageshshesh,win,resigned
46758,aagneyageshshesh,boodii1985,resigned,win
46759,sudharman,aagneyageshshesh,win,resigned
46760,AAGreenwayMB,jabbarrahim,resigned,win
46761,AAGreenwayMB,shaker2016,abandoned,win
46762,mdSTARkhan,AAGreenwayMB,win,resigned
46763,AAGreenwayMB,mdSTARkhan,win,resigned
46764,aahana,Big-K,win,checkmated
46765,qween1603,aahana,win,timeout
46766,hgambit,aahana,timeout,win
46767,aahana,atulya124,timeout,win
46768,Essay1811,aahana,timeout,win
46769,aahana,Car59,win,checkmated
46770,aahana,eGoonS,win,timeout
46771,aahana,WindOfChange5777,win,timeout
46772,aahana,FcArpa,checkmated,win
46773,Karkalov,aahana,win,timeout
46774,aahana,hgambit,timeout,win
46775,calebsal,aahana,win,checkmated
46776,aahana,HalilSerbest,checkmated,win
46777,Ter-Grigoryan,aahana,win,checkmated
46778,tll96,aahana,timeout,win
46779,Gotsomedeathtodo,aahana,checkmated,win
46780,aahana,MaurizioCarlsen,timeout,win
46781,aahana,Whiz57,win,timeout
46782,aahana,Amfyloxije,timeout,win
46783,Lipau,aahana,win,checkmated
46784,aahana,Allessandro_69,timeout,win
46785,matichz,aahana,timeout,win
46786,aahana,chessautumnleaf,timeout,win
46787,aahana,tstamper,checkmated,win
46788,JrMa7,aahana,timeout,win
46789,joshua_beltran,aahana,timeout,win
46790,igan74,aahana,win,timeout
46791,aahana,Fatpeccary,win,timeout
46792,aahana,Murad9599,win,timeout
46793,aahana,Wans-Masters68,win,checkmated
46794,Walterovsky,aahana,checkmated,win
46795,aahana,IWantARefund,win,timeout
46796,joshmar1992,aahana,win,timeout
46797,aahana,kranup007,checkmated,win
46798,aahana,wawanharjanto,win,checkmated
46799,Sibelius2014,aahana,timeout,win
46800,YouWillKneelBeforeZod,aahana,win,timeout
46801,CapitalOfTexas,aahana,win,timeout
46802,aahana,iCardiologist,timeout,win
46803,asazorn1991,aahana,checkmated,win
46804,psexy,aahana,timeout,win
46805,aahana,jesusmk,timeout,win
46806,ser999,aahana,win,timeout
46807,aahana,hamid28543,checkmated,win
46808,aahana,melpet,win,timeout
46809,faedin,aahana,timeout,win
46810,aahana,Binhtokyo,timeout,win
46811,yoho69420,aahana,timeout,win
46812,kojoampofo,aahana,checkmated,win
46813,stephen-robinson,aahana,timeout,win
46814,melpet,aahana,timeout,win
46815,aahana,ahmedmedhat,win,checkmated
46816,aahana,svkov4,timeout,win
46817,aahana,CapitalOfTexas,win,checkmated
46818,aahana,mojtabaxw,timeout,win
46819,aahana,lbrunell,win,timeout
46820,MayankMAgrawal,aahana,resigned,win
46821,aahana,Josuat,win,checkmated
46822,coco_puffy,aahana,win,timeout
46823,aahana,bambirot,checkmated,win
46824,An_Escaped_Mind,aahana,timeout,win
46825,serrr077,aahana,timeout,win
46826,earth7000,aahana,timeout,win
46827,aahana,DaltonFc69,win,checkmated
46828,Sir_McQueen,aahana,win,checkmated
46829,aahana,Machoman2020,timeout,win
46830,aahana,abhisekmohanty86,win,resigned
46831,aahana,earth7000,win,timeout
46832,aahana,ZRegg,win,checkmated
46833,kathBMS,aahana,win,timeout
46834,olivervitalicio,aahana,win,timeout
46835,kjbest,aahana,win,timeout
46836,aahana,bana38,checkmated,win
46837,Grumpherys,aahana,checkmated,win
46838,chessyoddha,aahana,win,timeout
46839,aahana,zzzPaws,win,resigned
46840,aahana,darshantarpada,win,timeout
46841,aahana,bornagain81,timeout,win
46842,Murad9599,aahana,win,timeout
46843,aahana,rwvenice,win,checkmated
46844,MikleZ8Z,aahana,win,checkmated
46845,aahana,VentingPine449,win,timeout
46846,LouisLuo,aahana,checkmated,win
46847,homozzapien,aahana,timeout,win
46848,aahana,alfonsofasano,resigned,win
46849,Maestro999ucla,aahana,win,timeout
46850,IIIW06,aahana,win,checkmated
46851,aahana,christianmx13,win,abandoned
46852,aahana,VientoEnContra,win,timeout
46853,GWylx,aahana,checkmated,win
46854,aahana,PreethamUndefeated,timeout,win
46855,sagachess1221,aahana,win,timeout
46856,aahana,Farhad030,win,checkmated
46857,aahana,Lipau,win,timeout
46858,Paparazzzii,aahana,win,timeout
46859,aahana,sleeperchess,win,timeout
46860,aahana,csaltzman50,timeout,win
46861,kazuki0823,aahana,timeout,win
46862,stev1975,aahana,checkmated,win
46863,aahana,Greyza17,checkmated,win
46864,Tribrata21,aahana,abandoned,win
46865,potluckadam,aahana,timeout,win
46866,Ser624,aahana,win,timeout
46867,aahana,TroupeXHunter,checkmated,win
46868,aahana,nevesrenan,win,timeout
46869,hieudzkk,aahana,timeout,win
46870,aahana,nivlachesster,checkmated,win
46871,aahana,glivechess,win,timeout
46872,aahana,WhosYourDaddy321,checkmated,win
46873,WashingtonSantos,aahana,timeout,win
46874,aahana,eltonceco,timeout,win
46875,luping027,aahana,win,checkmated
46876,kent8000,aahana,win,checkmated
46877,m4rquinho,aahana,checkmated,win
46878,patcher221,aahana,win,timeout
46879,aahana,ResumeDB,checkmated,win
46880,RjRumblee,aahana,win,timeout
46881,TheDolomite,aahana,checkmated,win
46882,aahana,shikoobikoo,timeout,win
46883,aahana,rustamaal,win,timeout
46884,kildir99,aahana,win,timeout
46885,aahana,IIIW06,timeout,win
46886,aahana,nixolas,win,timeout
46887,mindweaver,aahana,win,timeout
46888,aahana,Gotsomedeathtodo,win,timeout
46889,hoangbao97,aahana,checkmated,win
46890,aahana,63re1,timeout,win
46891,Obligationn,aahana,win,checkmated
46892,63re1,aahana,win,checkmated
46893,Ovidood,aahana,timeout,win
46894,aahana,Matix1990,win,checkmated
46895,VientoEnContra,aahana,win,timeout
46896,aahana,svetlana20,win,timeout
46897,aahana,hdh35,win,timeout
46898,juandey1,aahana,win,timeout
46899,aahana,arizanlug,win,checkmated
46900,aahana,sahulpentrutonti,win,timeout
46901,Shameem-790,aahana,timeout,win
46902,aahana,utterunit,timeout,win
46903,creative85,aahana,checkmated,win
46904,hawkgaming2,aahana,checkmated,win
46905,aahana,iggy451,resigned,win
46906,aahana,Tigany9,timeout,win
46907,ngocyen9,aahana,win,checkmated
46908,anhngohong,aahana,win,resigned
46909,aahana,rexexpert,win,timeout
46910,aahana,Adi2709,win,checkmated
46911,egyptiandog,aahana,win,timeout
46912,aahana,arnabnet14,win,timeout
46913,ndtlazyman,aahana,win,timeout
46914,iggy451,aahana,win,timeout
46915,aahana,Witalij1976,win,checkmated
46916,MauroAbreu,aahana,timeout,win
46917,aahana,andreappachie,checkmated,win
46918,aahana,Spaskyyounger,win,checkmated
46919,GM_2012,aahana,win,checkmated
46920,aahana,Arunjoe_22_07,timeout,win
46921,aahana,lily77777,timeout,win
46922,BoogKaupu,aahana,win,timeout
46923,raus02,aahana,win,timeout
46924,aahana,cjameswalk,checkmated,win
46925,awshux,aahana,timeout,win
46926,Rogerchess21,aahana,timeout,win
46927,aahana,williamdahrcastro,timeout,win
46928,aahana,awshux,win,timeout
46929,aahana,GoCubs10,win,timeout
46930,aahana,faedin,win,timeout
46931,aahana,kildir99,resigned,win
46932,raymond2865,aahana,win,timeout
46933,elcrane22,aahana,win,timeout
46934,RobertoM1234,aahana,timeout,win
46935,aahana,JDogTohko999,timeout,win
46936,prasadstar,aahana,win,timeout
46937,seoulqueen,aahana,timeout,win
46938,aahana,sulaymann_david,timeout,win
46939,aahana,cmplayer1,win,checkmated
46940,NAmateur,aahana,win,timeout
46941,aahana,winnermanthe1st,timeout,win
46942,manurpatria,aahana,win,timeout
46943,aahana,KarateKid_BestAround,repetition,repetition
46944,csaltzman50,aahana,win,timeout
46945,275Ranger,aahana,checkmated,win
46946,aahana,HorseplayschessF,win,resigned
46947,aahana,Loidren,resigned,win
46948,Seghee,aahana,timeout,win
46949,urchmaney,aahana,win,checkmated
46950,aahana,gurudashin,timeout,win
46951,aahana,Gojeng10,win,checkmated
46952,aahana,LeoncitoDiaz,win,checkmated
46953,fassilt,aahana,win,timeout
46954,glivechess,aahana,win,timeout
46955,aahana,supercorona4418,checkmated,win
46956,aahana,janmanuelheras,timeout,win
46957,Malamise,aahana,win,timeout
46958,aahana,patsrock123,timeout,win
46959,aahana,seoulqueen,win,checkmated
46960,kingsalley,aahana,win,checkmated
46961,ahsanshahid1,aahana,win,checkmated
46962,A1mplify,aahana,win,timeout
46963,aahana,spraggih,win,timeout
46964,aahana,reboot9000,win,checkmated
46965,Fabio_Leonel,aahana,win,timeout
46966,Balto369,aahana,win,timeout
46967,aahana,Mazany_hroch27,checkmated,win
46968,aahana,cali650,win,timeout
46969,Mazany_hroch27,aahana,win,resigned
46970,aahana,nieves009,win,timeout
46971,loic_belanger,aahana,win,timeout
46972,spraggih,aahana,win,checkmated
46973,aahana,ser999,win,checkmated
46974,FUNDADORR,aahana,win,timeout
46975,aahana,matheusibanez,win,timeout
46976,CRIPOSOR,aahana,win,timeout
46977,nzftasnim,aahana,timeout,win
46978,aahana,chess_slay,win,checkmated
46979,aahana,PACOY,win,checkmated
46980,cumminscaterpillar,aahana,win,timeout
46981,aahana,FUNDADORR,timeout,win
46982,aahana,DECENTMANOJ007,win,checkmated
46983,aahana,volodya56bv,timeout,win
46984,lawine2016,aahana,win,timeout
46985,Binhtokyo,aahana,timeout,win
46986,aahana,manish7498,win,checkmated
46987,kayelegaspi,aahana,checkmated,win
46988,aahana,mawe6469,win,timeout
46989,hijira00,aahana,checkmated,win
46990,aahana,S1pderMan,win,checkmated
46991,samuelguilherme,aahana,resigned,win
46992,deadlyfischer,aahana,win,timeout
46993,chess_slay,aahana,win,timeout
46994,aahana,jonika10,win,timeout
46995,hashuko,aahana,timeout,win
46996,Teenas26,aahana,checkmated,win
46997,aahana,Jair1980,win,checkmated
46998,aahana,iadhjarray,win,checkmated
46999,aahana,DreamyFish,win,timeout
47000,aahana,JamesKhoa,win,resigned
47001,aahana,Uriel_wng,win,checkmated
47002,SeveralChunks,aahana,timeout,win
47003,Bama3737,aahana,win,resigned
47004,aahana,solsoft,timeout,win
47005,aahana,achad20,timeout,win
47006,marcosetchart9,aahana,timeout,win
47007,monywa,aahana,win,checkmated
47008,iadhjarray,aahana,win,timeout
47009,khsnchess,aahana,timeout,win
47010,aahana,kish87,win,checkmated
47011,jlambini,aahana,win,checkmated
47012,aahana,calebsal,resigned,win
47013,Nicobro,aahana,win,timeout
47014,Fosu_knight,aahana,win,checkmated
47015,RedonditosDeRicota,aahana,win,checkmated
47016,shikoobikoo,aahana,win,timeout
47017,aahana,Franciscus70,timeout,win
47018,Adi2709,aahana,win,timeout
47019,bana38,aahana,timeout,win
47020,aahana,al10x,win,resigned
47021,aahana,drstone17,checkmated,win
47022,aahana,Bokubonga,timeout,win
47023,Gojeng10,aahana,win,timeout
47024,aahana,Sayyidalamien1347,timeout,win
47025,Wozantonga,aahana,win,timeout
47026,ThunderSpirit4,aahana,checkmated,win
47027,MorganSloat,aahana,timeout,win
47028,aahana,joaoohi65,win,timeout
47029,aahana,JrMa7,win,checkmated
47030,outlaw2001,aahana,timeout,win
47031,aahana,Ngocbich2006,timeout,win
47032,3r1ckMR,aahana,timeout,win
47033,AveFenix309,aahana,checkmated,win
47034,aahana,darkseidios,checkmated,win
47035,aahana,3r1ckMR,win,timeout
47036,UnidentifiedX,aahana,win,checkmated
47037,aahana,bitrich,win,timeout
47038,rendyadi,aahana,win,checkmated
47039,aahana,KingMarius4,win,checkmated
47040,Arcy11,aahana,win,timeout
47041,Jeremy_Alexander,aahana,checkmated,win
47042,aahana,BoogKaupu,timeout,win
47043,meanplayer2019,aahana,win,timeout
47044,Niknishi,aahana,timeout,win
47045,blakew5637,aahana,checkmated,win
47046,aahana,VijethPO,timeout,win
47047,aahana,smit65,timeout,win
47048,aahana,tom8to,win,timeout
47049,aahana,glivechess,timeout,win
47050,rookclimber,aahana,win,checkmated
47051,mahadevbhandare,aahana,win,timeout
47052,aahana,Aunkent,timeout,win
47053,cr7lm10rs,aahana,win,timeout
47054,kkkvvv1234,aahana,timeout,win
47055,aahana,Persikabo1973,checkmated,win
47056,aahana,TenaciousD,timeout,win
47057,aahana,charly33,win,checkmated
47058,MajorCrispy,aahana,win,timeout
47059,oquintana007,aahana,resigned,win
47060,aahana,Julioceballos,timeout,win
47061,aahana,LE0ZA0,win,timeout
47062,aahana,stephen-robinson,checkmated,win
47063,CHESSGOD1804_RELOADED,aahana,win,timeout
47064,murat19907,aahana,timeout,win
47065,kumar2311,aahana,win,timeout
47066,Vitaliy0404,aahana,win,timeout
47067,aahana,simon-matija,win,checkmated
47068,aahana,blunder_woman,timeout,win
47069,aahana,AlfilArg,win,checkmated
47070,aahana,Binhtokyo,timeout,win
47071,aahana,Eva59,win,timeout
47072,luc120,aahana,win,timeout
47073,ILoseWhenTheGoalIsToLose,aahana,win,timeout
47074,aahana,Roy_Matt,timeout,win
47075,aahana,kadebo,win,timeout
47076,afifi_alifia,aahana,win,timeout
47077,qwest500,aahana,win,timeout
47078,noobplayer200,aahana,timeout,win
47079,aahana,cglinga86,win,timeout
47080,aahana,ApollonChess,win,checkmated
47081,aahana,YaRMahLenk00,win,timeout
47082,glivechess,aahana,win,timeout
47083,bhushan2309,aahana,win,resigned
47084,aahana,BogdanV300560,checkmated,win
47085,aahana,Zsabev,win,timeout
47086,thecodebreakking,aahana,win,timeout
47087,aahana,DiegoLeguizamo1212,win,timeout
47088,Yowie_Wowie_114,aahana,win,timeout
47089,MarcMayhem,aahana,checkmated,win
47090,aahana,Deb_Anubhab,win,timeout
47091,ahmetali000,aahana,checkmated,win
47092,AahandevMehra,SAPOS9,abandoned,win
47093,yaaa6,AahandevMehra,abandoned,win
47094,AahilSarkar,WaleWiadroXDD,resigned,win
47095,luchoangel,AahilSarkar,win,resigned
47096,ChandraMuk,AahilSarkar,win,resigned
47097,Semenoo99,AahilSarkar,win,abandoned
47098,AahilSarkar,Jr01197,win,checkmated
47099,karanladha,AahilSarkar,resigned,win
47100,AahilSarkar,ninetiesgirl,resigned,win
47101,i3udi,AahilSarkar,win,resigned
47102,KudaBesi46,AahilSarkar,win,resigned
47103,AahilSarkar,KudaBesi46,abandoned,win
47104,BabyCmon,AahilSarkar,win,abandoned
47105,AahilSarkar,DoggysBoy,abandoned,win
47106,AahilSarkar,Rajrancho,resigned,win
47107,Jlplage,AahilSarkar,win,resigned
47108,AAhkami,IvanVelkoski,checkmated,win
47109,letsburn,AAhkami,win,checkmated
47110,vivekshanmugasundara,AAhkami,checkmated,win
47111,AAhkami,isipersw,win,checkmated
47112,AAhkami,DonGabrielli,timeout,win
47113,peterkingston,AAhkami,win,timeout
47114,gynendra1122,AAhkami,win,abandoned
47115,beejenius,AAhkami,resigned,win
47116,AAhkami,lecs88,win,checkmated
47117,AAhkami,lucianivan,checkmated,win
47118,BiplobRangsa,AAhkami,win,abandoned
47119,drkish,AAhkami,checkmated,win
47120,JohnEzc,aahmadi89,resigned,win
47121,aahmadi89,JohnEzc,win,checkmated
47122,Aahwan,Drsardonicus,resigned,win
47123,Aahwan,srdjo512,win,resigned
47124,yura624,Aahwan,checkmated,win
47125,Aahwan,0678800621,win,resigned
47126,JeffreyMabaso,Aahwan,win,abandoned
47127,MusoArman,Aahwan,win,abandoned
47128,Aahwan,Marcu85,win,resigned
47129,padas2lang,Aahwan,win,abandoned
47130,Aahwan,SergeiWN,abandoned,win
47131,Aahwan,humel45678,abandoned,win
47132,sudduchess,Aahwan,timeout,win
47133,Evgeniy-1971,Aahwan,resigned,win
47134,Aahwan,AjaiKum1,abandoned,win
47135,Aahwan,Sansarkhuu,win,abandoned
47136,Aahwan,Lndeep,resigned,win
47137,velmurugannarayanan,Aahwan,win,abandoned
47138,jugoslavdjordjevic,Aahwan,checkmated,win
47139,Aahwan,Beekmeister,resigned,win
47140,aajayaa,macusiek,win,checkmated
47141,Thekingofches1,aajayaa,checkmated,win
47142,pedrorojasc,aajayaa,win,checkmated
47143,aajayaa,JBdoesChess,timeout,win
47144,dannyjmancini,aajayaa,resigned,win
47145,aajayaa,Gregory26,timeout,win
47146,aajayaa,gromb1e,timeout,win
47147,aajayaa,wkaps,checkmated,win
47148,karthikk03,aajayaa,win,checkmated
47149,rakan5511,aajayaa,win,checkmated
47150,surya4747,aajayaa,win,resigned
47151,aajayaa,THEG3MINI,win,abandoned
47152,nass44118,aajayaa,timeout,win
47153,aajayaa,Janek9990,resigned,win
47154,aajayaa,RDBL06,resigned,win
47155,faisallutfiaziz,aajayaa,win,checkmated
47156,mtorraschicon,aajayaa,win,timeout
47157,aajayaa,Geringverdienender,checkmated,win
47158,aajayaa,tonyandana,abandoned,win
47159,aajayaa,jennytopsi,win,checkmated
47160,rrfromthenorth,aajayaa,win,checkmated
47161,Merenvet2,aajayaa,checkmated,win
47162,aajayaa,Merenvet2,timeout,win
47163,AJUSTA,aajayaa,win,resigned
47164,aajayaa,tom6445,win,resigned
47165,nmauskar,aajayaa,resigned,win
47166,aajayaa,HallowDem,win,resigned
47167,abba137,aajayaa,win,checkmated
47168,aajayaa,mar759,timeout,win
47169,aajayaa,omuppal,win,resigned
47170,Paumolinho,aajayaa,resigned,win
47171,aajayaa,rob416,checkmated,win
47172,bambii43,aajayaa,win,resigned
47173,aajayaa,xerodog,resigned,win
47174,Poobz,aajayaa,win,resigned
47175,eggyagami,aajayaa,resigned,win
47176,aajayaa,KingCharles206,win,resigned
47177,xi_jinping1212,aajayaa,agreed,agreed
47178,aajayaa,anders8541,agreed,agreed
47179,Dabigcatc,aajayaa,resigned,win
47180,stevo566,aajayaa,resigned,win
47181,ReisGabriel,aajayaa,checkmated,win
47182,aajayaa,krishna00013,checkmated,win
47183,aajayaa,Zindani6,win,resigned
47184,aajayaa,thomasogrady,win,resigned
47185,aajayaa,dariocanihuante,win,resigned
47186,gggg1996,aajayaa,win,resigned
47187,gillesalain,aajayaa,checkmated,win
47188,aajayaa,Wiurd,timeout,win
47189,aajayaa,powerch3ss,repetition,repetition
47190,herbyboo,aajayaa,win,abandoned
47191,mhpiasecki,aajayaa,win,resigned
47192,K1000o,aajayaa,win,resigned
47193,aajayaa,filmcorto,resigned,win
47194,filmcorto,aajayaa,win,abandoned
47195,aajayaa,maxisbadatchess12lol,stalemate,stalemate
47196,aajayaa,PatrickPaquet23,win,resigned
47197,aajayaa,Yrki,win,timeout
47198,JB76,aajayaa,win,checkmated
47199,dileepkottilil,aajayaa,resigned,win
47200,aajayaa,JakyFracca,win,resigned
47201,Mark1Makarenko,aajayaa,resigned,win
47202,aajayaa,jaijagganath88,win,timeout
47203,Kalyan2000,aajayaa,resigned,win
47204,alaskaway47,aajayaa,checkmated,win
47205,Drearic01,aajayaa,win,resigned
47206,aajayaa,rkuskildin,win,abandoned
47207,aajayaa,thepeter0,resigned,win
47208,aajayaa,adilkhatri,win,resigned
47209,aajayaa,arthuro_z,resigned,win
47210,aajayaa,Rajuvanama,win,resigned
47211,gangadhar330,aajayaa,resigned,win
47212,CPsymmetry,aajayaa,win,resigned
47213,redlaw03,aajayaa,win,resigned
47214,aajayaa,brettanomyces1,win,resigned
47215,Imtrasher,aajayaa,win,checkmated
47216,Ritik_091,aajayaa,resigned,win
47217,koljan271288,aajayaa,insufficient,insufficient
47218,aajayaa,BananaPelada,win,timeout
47219,yojoots,aajayaa,checkmated,win
47220,aajayaa,phel88,win,timeout
47221,aajayaa,Damian_Vesper,win,resigned
47222,aajayaa,Ghouster,win,resigned
47223,Testarium,aajayaa,win,resigned
47224,aajayaa,Baze52,win,timeout
47225,tao928,aajayaa,checkmated,win
47226,aajayaa,hammondeo250,abandoned,win
47227,AntoineParisi,aajayaa,win,resigned
47228,prasrahul,aajayaa,win,resigned
47229,aajayaa,rafkas,resigned,win
47230,thomasogrady,aajayaa,resigned,win
47231,einobergerino,aajayaa,checkmated,win
47232,aajayaa,sharif1993kh,win,resigned
47233,aajayaa,wyll3,win,checkmated
47234,aajayaa,Barczykos,resigned,win
47235,Barczykos,aajayaa,abandoned,win
47236,aajayaa,JJMC321,win,timeout
47237,jonahtetz1,aajayaa,win,checkmated
