,white_username,black_username,white_result,black_result
34602,wayaeon,613vintage,win,resigned
34603,Carkkingth,613vintage,win,resigned
34604,Bulukgonjalez,613vintage,win,checkmated
34605,613vintage,PitonDesNeiges,win,resigned
34606,613vintage,Tonioaaa,win,resigned
34607,613vintage,grvlakhwani,resigned,win
34608,Pomrocznosc,613vintage,win,resigned
34609,Dhananjay1312,613vintage,win,checkmated
34610,Linui,613vintage,resigned,win
34611,613vintage,prabhakartiragati,insufficient,insufficient
34612,tyusdevries,613vintage,resigned,win
34613,613vintage,zakanino,win,timeout
34614,BrilliantPyramid,613vintage,agreed,agreed
34615,Arnymar,613vintage,win,resigned
34616,613vintage,Vitaminstange,resigned,win
34617,613vintage,24k4r14,resigned,win
34618,613vintage,abhishekvp123,resigned,win
34619,613vintage,agsoo,checkmated,win
34620,Arcticmonkey92,613vintage,resigned,win
34621,Macfly59,613vintage,win,resigned
34622,Abhirambvss,613vintage,win,resigned
34623,613vintage,angeloantinori,resigned,win
34624,georgefloyd131,613vintage,win,resigned
34625,wojtarek7,613vintage,resigned,win
34626,613vintage,Merar2,resigned,win
34627,Roope69,613vintage,resigned,win
34628,613vintage,erachang,resigned,win
34629,613vintage,sergio19p,win,resigned
34630,sergio19p,613vintage,win,resigned
34631,613vintage,emu234,win,resigned
34632,613vintage,Dilandidiel,resigned,win
34633,rysupafly,613vintage,resigned,win
34634,kadzin,613vintage,checkmated,win
34635,613vintage,jovipape1984,checkmated,win
34636,omsharma1965,613vintage,timeout,win
34637,JakkoVente,613vintage,win,checkmated
34638,dopeamine27,613vintage,win,resigned
34639,613vintage,profeesor1,win,resigned
34640,613vintage,rodrigow007,win,resigned
34641,visheshva,613vintage,win,resigned
34642,613vintage,Dernaife,resigned,win
34643,613vintage,Krishang08,win,checkmated
34644,YouCanCallMeJane,613vintage,win,checkmated
34645,theyseemeplayin,613vintage,resigned,win
34646,613vintage,D4nS_The,resigned,win
34647,ericrivera101,613vintage,win,resigned
34648,YourDaddy4,613vintage,win,resigned
34649,613vintage,OhMyG00dness,win,checkmated
34650,613vintage,SimoValez,checkmated,win
34651,boramark,613vintage,checkmated,win
34652,613vintage,Omelich,resigned,win
34653,darth_sul,613vintage,win,resigned
34654,613vintage,madokks,repetition,repetition
34655,DutchAbraham,613vintage,win,resigned
34656,Obosrish4,613vintage,resigned,win
34657,deadroses15,613vintage,win,resigned
34658,613vintage,Ren-0,win,resigned
34659,613vintage,oak366,win,resigned
34660,613vintage,LelanFoudroy,win,resigned
34661,mani28786,613vintage,win,resigned
34662,NoBrainr,613vintage,resigned,win
34663,613vintage,LeeChild44,win,checkmated
34664,613vintage,AHR239,resigned,win
34665,613vintage,loadinglol,resigned,win
34666,manneke69,613vintage,win,resigned
34667,Oaxaca11,613vintage,resigned,win
34668,N_TSHONGWENI,613vintage,stalemate,stalemate
34669,613vintage,Alecoborreda,checkmated,win
34670,613vintage,LucaxGabriel,win,resigned
34671,613vintage,EthanRK,win,checkmated
34672,willzimmer,613vintage,win,resigned
34673,Hectorcapachenko,613vintage,win,resigned
34674,613vintage,aryan1448,win,checkmated
34675,Chung777,613vintage,win,resigned
34676,613vintage,kim898,win,checkmated
34677,613vintage,dinodogdibegovic,insufficient,insufficient
34678,dinodogdibegovic,613vintage,win,resigned
34679,TyflosFrouros,613vintage,win,checkmated
34680,Sylvain14000,613vintage,timeout,win
34681,613vintage,Surajrathod6,win,resigned
34682,613vintage,mitch490,resigned,win
34683,613vintage,MARySOL47,win,resigned
34684,MARySOL47,613vintage,win,resigned
34685,Vladimir_tsu,613vintage,checkmated,win
34686,613vintage,yungflexmstr,agreed,agreed
34687,sebasgonza,613vintage,win,checkmated
34688,613vintage,cepotkepot,checkmated,win
34689,613vintage,player664455,win,checkmated
34690,omaromf82,613vintage,win,resigned
34691,613vintage,BechaKucha,resigned,win
34692,613vintage,jeddercheese,resigned,win
34693,zeman123,613vintage,checkmated,win
34694,Darkheart31,613vintage,checkmated,win
34695,ReedKat,613vintage,resigned,win
34696,613vintage,Cimblonz,win,resigned
34697,613vintage,chabelly370,win,resigned
34698,nacho65,613vintage,resigned,win
34699,ealliaume,6157,repetition,repetition
34700,6157,pm17157pbdz,win,resigned
34701,bek123,6157,win,resigned
34702,6157,minhquan2192002,resigned,win
34703,6157,Justin_Salim,resigned,win
34704,olegkimeridze,6157,win,resigned
34705,Ritzydika44,6157,win,checkmated
34706,6157,Ritzydika44,checkmated,win
34707,Ritzydika44,6157,insufficient,insufficient
34708,6157,Ritzydika44,checkmated,win
34709,Ritzydika44,6157,checkmated,win
34710,6157,Ritzydika44,resigned,win
34711,Ritzydika44,6157,repetition,repetition
34712,6157,Ritzydika44,win,checkmated
34713,Ritzydika44,6157,win,resigned
34714,6157,Ritzydika44,win,checkmated
34715,Ritzydika44,6157,win,checkmated
34716,6157,kamy_r,win,resigned
34717,6157,FajarAjay12,win,checkmated
34718,Andreas_Jumin,6157,win,resigned
34719,6157,bojanm995,win,resigned
34720,beniwiner,6157,win,checkmated
34721,VictoriousVuong,6157,win,checkmated
34722,6157,ShartBaby,win,abandoned
34723,6157,Alexey_03,win,resigned
34724,bukandewa04,6157,win,timeout
34725,Saketsarkar,6199,resigned,win
34726,martinbuzora,6199,win,checkmated
34727,6199,AndresMontufar,win,resigned
34728,6199,Barbarosss705,resigned,win
34729,pecaturdunia,6199,resigned,win
34730,Learneerrr,6199,win,resigned
34731,ojhayee,6199,win,resigned
34732,6199,Mauricio1chessKing22,resigned,win
34733,honeyf2021,6199,win,checkmated
34734,6199,franzss,checkmated,win
34735,6199,miro4ever,win,timeout
34736,nkd5,6199,timeout,win
34737,6199,noreadfocus,checkmated,win
34738,6199,shaikmoinuddin,checkmated,win
34739,6199,AlligatorKZ,win,checkmated
34740,IllyrianX,6199,resigned,win
34741,Dharmendra722,6199,win,resigned
34742,sigit12345678,6199,resigned,win
34743,6199,sigit12345678,win,resigned
34744,Denis1805,6199,checkmated,win
34745,Bhoomish4377,6199,win,resigned
34746,6199,srini171958,win,resigned
34747,Mahmud1899,6199,timevsinsufficient,timevsinsufficient
34748,6199,ekor71,win,resigned
34749,Jiger123,6199,checkmated,win
34750,6199,ShimShamSandDance,resigned,win
34751,6199,sing_vik,resigned,win
34752,6199,adeebkhan98,win,resigned
34753,justo1967,6199,checkmated,win
34754,krusade25,6199,win,timeout
34755,6199,antonino8,win,checkmated
34756,chaudharyrohit,6199,checkmated,win
34757,6199,madhav8851,resigned,win
34758,6199,ega1305,checkmated,win
34759,Tenabaru,6199,resigned,win
34760,Malickyharun,6199,win,resigned
34761,nick0wnsu,6199,win,resigned
34762,6199,jwyazman99,resigned,win
34763,6199,AjianKaruhun,win,resigned
34764,6199,Gauchorov,win,resigned
34765,sastrawansastrawan,6199,timeout,win
34766,Liz700,6199,checkmated,win
34767,robertlauridsen,6199,resigned,win
34768,6199,AC909090,resigned,win
34769,6199,madara_xvic,win,resigned
34770,6199,userisdead,resigned,win
34771,6199,batmchess,resigned,win
34772,DURIMARkiller,6199,win,checkmated
34773,joel8434,6199,resigned,win
34774,6199,karpovserg1974,checkmated,win
34775,6199,sounderstudios,resigned,win
34776,allgoode,6199,win,resigned
34777,6199,allgoode,win,resigned
34778,allgoode,6199,checkmated,win
34779,6199,allgoode,win,resigned
34780,allgoode,6199,win,resigned
34781,junker2,6199,win,resigned
34782,6199,tedipapong,checkmated,win
34783,6199,vasiliysuvorov,checkmated,win
34784,6199,Xavier_Dedel,win,resigned
34785,m_samarth,6199,checkmated,win
34786,6199,Oliosk,win,checkmated
34787,LAA76,6199,win,resigned
34788,JrcGlvz,6199,resigned,win
34789,6199,mindrythem,win,timeout
34790,6199,nangsu,win,checkmated
34791,attilamatejcsek,6199,resigned,win
34792,Mr-Hedgehog,6199,win,checkmated
34793,truuke,6199,checkmated,win
34794,6199,Kash002,win,resigned
34795,6199,bubbahammond,resigned,win
34796,Koke027,6199,win,resigned
34797,61murat61,HemantAher,resigned,win
34798,Rubs90,61murat61,win,abandoned
34799,61murat61,AlbFOCUS,timeout,win
34800,626947,fibeiro,checkmated,win
34801,yad1809,6294,checkmated,win
34802,theoldsmuggler,6294,checkmated,win
34803,6294,shriram22,resigned,win
34804,6294,nikolassavchenko,win,timeout
34805,6294,MarBorMar,resigned,win
34806,6294,matyblaha,resigned,win
34807,6294,suning66,win,timeout
34808,6294,jesjakjes,resigned,win
34809,jesjakjes,6294,checkmated,win
34810,abach321,6294,resigned,win
34811,EngHamdey,6294,resigned,win
34812,6294,ehab770,resigned,win
34813,ehab770,6294,resigned,win
34814,6294,ehab770,win,checkmated
34815,ehab770,6294,timeout,win
34816,betzalelhilel,6294,resigned,win
34817,6294,betzalelhilel,win,checkmated
34818,janderhell,6294,resigned,win
34819,6294,Yjerzchess,resigned,win
34820,6294,sanjaymahadik,resigned,win
34821,6294,manfmed102,win,timeout
34822,AMJ78,6294,win,resigned
34823,Paulomarins1,6294,checkmated,win
34824,6294,Paulomarins1,win,resigned
34825,Paulomarins1,6294,win,resigned
34826,6294,juanbarreno,win,resigned
34827,juanbarreno,6294,timeout,win
34828,6294,juanbarreno,win,resigned
34829,juanbarreno,6294,resigned,win
34830,6294,juanbarreno,win,resigned
34831,juanbarreno,6294,win,checkmated
34832,6294,juanbarreno,win,resigned
34833,juanbarreno,6294,win,checkmated
34834,6294,ksp4123,timeout,win
34835,adimajg1594,6294,resigned,win
34836,bulletwarior,6294,resigned,win
34837,6294,Chiragkhatrixyz,win,resigned
34838,aryan_arora27,6294,win,resigned
34839,6294,domio1,checkmated,win
34840,6294,huggy31,win,resigned
34841,6294,blondmudman,resigned,win
34842,blondmudman,6294,resigned,win
34843,bongso34,6294,resigned,win
34844,6294,02339_JC,win,resigned
34845,02339_JC,6294,resigned,win
34846,valis123,6294,checkmated,win
34847,SamuelParadaJuncal,6294,checkmated,win
34848,6294,BZRK1986,abandoned,win
34849,6294,gnonato,win,checkmated
34850,6294,yurek88,win,timeout
34851,alexisnur,6294,insufficient,insufficient
34852,62ahmet06,Karlosmontoya,win,resigned
34853,lemonpledge1212,62ahmet06,win,timeout
34854,julsanchez,62ahmet06,checkmated,win
34855,kkhhhgdfg,62ahmet06,win,abandoned
34856,enesarda22,636465,win,resigned
34857,636465,adrianoabsf,win,resigned
34858,Eldar623,636465,win,resigned
34859,636465,Eldar623,win,timeout
34860,Eldar623,636465,insufficient,insufficient
34861,636465,Eldar623,abandoned,win
34862,636465,Al_gae,win,timeout
34863,636465,mack4021,win,resigned
34864,636465,agus666666,abandoned,win
34865,636c6f73696e67,Say_Chess,timeout,win
34866,6381611325,Antaeus_N,checkmated,win
34867,6381611325,Severard1399,checkmated,win
34868,marlonmiel,6381611325,timeout,win
34869,6381611325,RonOSull147,win,resigned
34870,arjun371,6381611325,resigned,win
34871,lecantel,6381611325,resigned,win
34872,anusakthi09,6381611325,checkmated,win
34873,6381611325,Akkiy_Infination,resigned,win
34874,GalloRojo68,6381611325,checkmated,win
34875,6381611325,GalloRojo68,checkmated,win
34876,Kovaova,6381611325,win,resigned
34877,6381611325,drjesusgarrido,win,resigned
34878,Beksultan_Kambarov,6381611325,checkmated,win
34879,6381611325,leptokurtic1,win,resigned
34880,6381611325,kosovarlatifi,win,checkmated
34881,6381611325,Art8383,win,resigned
34882,Art8383,6381611325,checkmated,win
34883,chandanjha114,6381611325,checkmated,win
34884,Diman2020,6381611325,win,resigned
34885,6381611325,blas_de_lezo,win,resigned
34886,Santiag9080,6381611325,win,checkmated
34887,6381611325,Reyesmatos79,win,checkmated
34888,Param2309,6381611325,win,timeout
34889,ali_ghane,6381611325,win,timeout
34890,JoshuaTanatswa,6381611325,win,timeout
34891,solofon,6381611325,win,timeout
34892,6381611325,BarbaIng,timeout,win
34893,6381611325,mcmatter,timeout,win
34894,pabloviii,64spreader,checkmated,win
34895,Calu_07,64spreader,repetition,repetition
34896,64squareassasin1223,akefh,win,resigned
34897,64squareassasin1223,asdf7596,win,resigned
34898,64squareassasin1223,Jay2792,win,resigned
34899,patriciotoken,64squareassasin1223,win,checkmated
34900,alexanderthegreat74,64squareassasin1223,checkmated,win
34901,64squareassasin1223,mtstokey,resigned,win
34902,64squareassasin1223,ozymandias977,win,timeout
34903,LOLvegans,64squareassasin1223,win,resigned
34904,naveenbagre,64squareassasin1223,timeout,win
34905,Federer95,64squareassasin1223,win,checkmated
34906,64squareassasin1223,alicelilkk,timeout,win
34907,JernaMark,64squareassasin1223,timeout,win
34908,101bart,64tom64,win,timeout
34909,RamiRoRamirezES,64tom64,resigned,win
34910,64tom64,JesusChesshrit,win,checkmated
34911,64tom64,vinodk23,checkmated,win
34912,Darkhed,64tom64,resigned,win
34913,RaptorXray,64tom64,win,checkmated
34914,64tom64,Nyraa07,timeout,win
34915,64tom64,cesarsilveiraa,checkmated,win
34916,64tom64,Kalitriiii,checkmated,win
34917,kavya22d,64tom64,abandoned,win
34918,64tom64,zanovru,win,resigned
34919,Obi-Wan-Bissaka,64tom64,win,checkmated
34920,Beweee,64tom64,resigned,win
34921,HugoOrrios03,64tom64,checkmated,win
34922,64tom64,Templier65,win,abandoned
34923,massutd,64tom64,resigned,win
34924,Palu_tuhan,64tom64,win,checkmated
34925,64tom64,agcs123,win,resigned
34926,64tom64,aHmet2518,checkmated,win
34927,64tom64,CRuElMinDD,win,abandoned
34928,Miph14,64tom64,win,timeout
34929,64tom64,Chess_Kid_09,win,abandoned
34930,EiichiroOda0,64tom64,win,checkmated
34931,Aczu,64tom64,win,timeout
34932,zirndorferpapi,64tom64,win,checkmated
34933,64tom64,johnwilcox1,timeout,win
34934,saikumar23,64tom64,win,checkmated
34935,LeonardoFerreiraChess,64tom64,win,checkmated
34936,64tom64,adadehmautauaja,win,resigned
34937,64tom64,Cassdaddyy,win,resigned
34938,64tom64,jimmyfraley22,timeout,win
34939,64_fullstack_64,ProsaicLab,win,resigned
34940,Bimmi84,64_fullstack_64,resigned,win
34941,shreyasmanojdhakan,64_fullstack_64,checkmated,win
34942,JulyRojo,64_fullstack_64,win,resigned
34943,64_fullstack_64,ale701,insufficient,insufficient
34944,GiorgosPo,64_fullstack_64,stalemate,stalemate
34945,64_fullstack_64,Glondono,resigned,win
34946,64_fullstack_64,gcsjr14,resigned,win
34947,noone0000,64_fullstack_64,resigned,win
34948,sambesi39,6547567u65,win,abandoned
34949,6565dsd,Computer3-HARD,win,checkmated
34950,Computer3-HARD,6565dsd,win,resigned
34951,TechnoHippy,6565dsd,checkmated,win
34952,6565dsd,Computer3-HARD,resigned,win
34953,Computer3-HARD,6565dsd,win,resigned
34954,6565dsd,Computer3-HARD,resigned,win
34955,Computer3-HARD,6565dsd,win,resigned
34956,konskaz,6565dsd,win,resigned
34957,6565dsd,TechnoHippy,resigned,win
34958,6565dsd,Computer2-MEDIUM,win,checkmated
34959,sahanoglu,65mw,win,timeout
34960,ugarin,65mw,win,resigned
34961,Curija,65mw,win,resigned
34962,65mw,GGGTs,win,abandoned
34963,65mw,mirceta57,resigned,win
34964,brocanac,65mw,win,resigned
34965,65mw,nantejuan06135,win,resigned
34966,vasya8591,65mw,resigned,win
34967,65mw,qabilkerim,win,checkmated
34968,65mw,Mich72,resigned,win
34969,65mw,Nil_Desperandum,checkmated,win
34970,the_master1974,65mw,win,resigned
34971,65mw,KarlenHovh,resigned,win
34972,okadasan2648,65mw,win,timeout
34973,kevinyeh2,65mw,win,resigned
34974,ESSM,65mw,resigned,win
34975,65mw,Ahmed1408,win,resigned
34976,DankoEror,65mw,resigned,win
34977,65mw,biji1995,win,checkmated
34978,65mw,evilson,timeout,win
34979,zoki1234,65mw,checkmated,win
34980,65mw,rishaq,win,resigned
34981,65mw,iguzik,resigned,win
34982,AsokanSivanandasok,65mw,win,checkmated
34983,Rey_pember,65mw,win,timeout
34984,konstantinkonchikov,65mw,win,resigned
34985,65mw,SosyanGagik,win,checkmated
34986,65mw,wdtin,resigned,win
34987,Lordinf69,65mw,checkmated,win
34988,Matej99,65mw,win,timeout
34989,65mw,sugiksugel,agreed,agreed
34990,Vatutino,65mw,resigned,win
34991,65mw,angoza,timeout,win
34992,65mw,sodagarm,win,timeout
34993,mikely31,65mw,win,timeout
34994,antoniusquax,65mw,win,resigned
34995,Das-100,65mw,win,resigned
34996,65mw,iFyOuLoVMe,timeout,win
34997,65mw,Cherifov,win,resigned
34998,65mw,KDF6100,win,abandoned
34999,emadeldeenghaith,65mw,win,resigned
35000,bernjoh,65mw,resigned,win
35001,65mw,visardragusha,win,abandoned
35002,65thbox,pt177,win,abandoned
35003,65vizier,Su-24,win,timeout
35004,KlipRSA,65vizier,checkmated,win
35005,Chester2B,65vizier,resigned,win
35006,pal5055,65vizier,resigned,win
35007,6665780656,quetzal_sandoval,abandoned,win
35008,jean1942abc,674632718,checkmated,win
35009,674632718,GoldEight,checkmated,win
35010,mikhalot,674632718,win,checkmated
35011,68Roch,rodual,resigned,win
35012,TheFak,68Roch,win,resigned
35013,68Roch,asemniev7,resigned,win
35014,68Roch,sevireci,resigned,win
35015,eusebio89,68Roch,win,resigned
35016,cefefe,68Roch,timeout,win
35017,68Roch,ZacharyCaptain,win,resigned
35018,Zsolt989,68Roch,resigned,win
35019,forkbeard88,68Roch,win,checkmated
35020,okadasan2648,68Roch,win,resigned
35021,68Roch,FadiHammoud,win,resigned
35022,FadiHammoud,68Roch,win,resigned
35023,68Roch,JBZK247,win,resigned
35024,68Roch,Oskar34,insufficient,insufficient
35025,Oskar34,68Roch,resigned,win
35026,68Roch,Oskar34,resigned,win
35027,68Roch,shiroganekei,resigned,win
35028,68Roch,shotaloria2019,win,checkmated
35029,WHS1,68Roch,win,resigned
35030,ephamustafa,68Roch,win,checkmated
35031,chrali,68Roch,checkmated,win
35032,68Roch,gustavomarroquin,win,resigned
35033,invinciblemenotyou,68Roch,win,resigned
35034,68Roch,Patranj,win,timeout
35035,metalthunder16,68Roch,win,resigned
35036,68Roch,spsweene02,win,resigned
35037,68Roch,danilomata17,resigned,win
35038,Stefan606ani,68Roch,win,checkmated
35039,Ruuska,68Roch,resigned,win
35040,68Roch,pavoly,win,resigned
35041,68Roch,TheGoodKnight,resigned,win
35042,68Roch,PAWNMATIC,win,resigned
35043,qiaohu,68Roch,win,resigned
35044,68Roch,hiranpatel,resigned,win
35045,nik05765,68Roch,win,checkmated
35046,Hoski15,68Roch,resigned,win
35047,RamonElvina,68Roch,resigned,win
35048,68Roch,damex1,checkmated,win
35049,gle123,68Roch,resigned,win
35050,BadrHari99988,68Roch,resigned,win
35051,68Roch,nidza011,resigned,win
35052,68Roch,QetiShala,repetition,repetition
35053,68Roch,arafat790,resigned,win
35054,mastersipayung,68Roch,win,resigned
35055,68Roch,mastersipayung,resigned,win
35056,68Roch,Maoscacchi,win,checkmated
35057,ipv23,68Roch,win,resigned
35058,daymo1,68Roch,win,resigned
35059,Piky21,68Roch,win,resigned
35060,68Roch,Iamwingames,resigned,win
35061,sureshrai5335,68Roch,resigned,win
35062,68Roch,sureshrai5335,win,abandoned
35063,vivioo7,68Roch,win,resigned
35064,cj-yan,68Roch,win,resigned
35065,68Roch,abdullahmuwahed,win,timeout
35066,abdullahmuwahed,68Roch,win,checkmated
35067,68Roch,abdullahmuwahed,win,timeout
35068,abdullahmuwahed,68Roch,win,checkmated
35069,68Roch,zembud,resigned,win
35070,68Roch,shawn53,timeout,win
35071,68Roch,verandu,insufficient,insufficient
35072,comanda68,68Roch,timeout,win
35073,Rocky090120,68Roch,timeout,win
35074,68Roch,HDabour,resigned,win
35075,patahead,68Roch,win,resigned
35076,Ehsan1997,68Roch,resigned,win
35077,68Roch,colmilleja,win,resigned
35078,fabianroca,68Roch,win,resigned
35079,68Roch,Nicemarm0t,win,resigned
35080,ISuckBadGeesh,68Roch,resigned,win
35081,68Roch,Bane0872,insufficient,insufficient
35082,68Roch,woland_911,resigned,win
35083,Krishnasalic,68Roch,win,checkmated
35084,68Roch,Akuei-kukuar,win,checkmated
35085,wincho1,68Roch,win,resigned
35086,JamesB123456789,68Roch,win,resigned
35087,burro3333,68Roch,resigned,win
35088,68Roch,sbfrramos,win,resigned
35089,sbfrramos,68Roch,resigned,win
35090,68Roch,DoubleliftChess,resigned,win
35091,68Roch,Alvydasu,resigned,win
35092,Alvydasu,68Roch,resigned,win
35093,68Roch,Alvydasu,win,timeout
35094,68Roch,hossenmonir,stalemate,stalemate
35095,68Roch,ertogul,resigned,win
35096,ale2014,68Roch,win,resigned
35097,ArturOsipyan,68Roch,win,resigned
35098,cs25,68Roch,checkmated,win
35099,68Roch,Edortiz13,win,resigned
35100,nafania2020,68Roch,win,checkmated
35101,68Roch,bobamatir,win,resigned
35102,DRAS1975,68Roch,win,resigned
35103,68Roch,Asankheim,checkmated,win
35104,68Roch,gusangi,resigned,win
35105,franciscobarra,68Roch,win,resigned
35106,MiamiWolverine,68Roch,repetition,repetition
35107,68Roch,marsouin49,win,resigned
35108,68Roch,nhoy05,resigned,win
35109,BoldIsland,68Roch,resigned,win
35110,68Roch,BoldIsland,win,resigned
35111,BoldIsland,68Roch,win,resigned
35112,68Roch,BoldIsland,win,timeout
35113,BreytiesG,68Roch,win,resigned
